Index,Name,Form,Pokemon Number,Gender,CP,HP,Atk IV,Def IV,Sta IV,IV Avg,Level Min,Level Max,Quick Move,Charge Move,Charge Move 2,Scan Date,Original Scan Date,Catch Date,Weight,Height,Lucky,Shadow/Purified,Favorite,Dust,Rank % (G),Rank # (G),Stat Prod (G),Dust Cost (G),Candy Cost (G),Name (G),Form (G),Sha/Pur (G),Rank % (U),Rank # (U),Stat Prod (U),Dust Cost (U),Candy Cost (U),Name (U),Form (U),Sha/Pur (U),Rank % (L),Rank # (L),Stat Prod (L),Dust Cost (L),Candy Cost (L),Name (L),Form (L),Sha/Pur (L),Marked for PvP use
616,Mr. Mime,Normal,122,♂,1490,84,12,8,6,57.8,25.0,25.0,,,,"2023-03-20 8:43 pm","2023-03-20 8:43 pm",17/3/2023,,,0,0,0,4000,40.61%,2433,93.95%,0,0,Mr. Mime,Normal,0,57.75%,1731,89.52%,444000,220,Mr. Mime,Normal,0,,,,,,,,,
617,Mr. Rime,,866,♂,1487,116,15,15,13,95.6,18.5,18.5,,,,"2023-03-20 8:43 pm","2023-03-20 8:43 pm",24/12/2022,,,0,0,0,2200,58.22%,1712,95.45%,0,0,Mr. Rime,,0,42.00%,2376,95.88%,104200,92,Mr. Rime,,0,,,,,,,,,
618,Mothim,,414,♂,1144,114,11,15,7,73.3,23.0,23.0,,,,"2023-03-20 8:43 pm","2023-03-20 8:43 pm",28/1/2023,,,0,0,0,2200,53.82%,1892,95.12%,58000,50,Mothim,,0,93.60%,263,93.63%,458000,232,Mothim,,0,,,,,,,,,
619,Minccino,,572,♀,640,109,10,11,9,66.7,28.0,28.0,,,,"2023-03-20 8:43 pm","2023-03-20 8:43 pm",6/3/2023,,,0,0,0,4500,83.69%,669,88.16%,419000,198,Minccino,,0,82.00%,738,93.38%,419000,248,Cinccino,,0,,,,,,,,,
620,Minccino,,572,♂,644,112,11,8,13,71.1,28.0,28.0,,,,"2023-03-20 8:43 pm","2023-03-20 8:43 pm",20/3/2023,,,0,0,0,4500,83.20%,689,88.03%,419000,198,Minccino,,0,86.28%,563,94.14%,419000,248,Cinccino,,0,,,,,,,,,
621,Mime Jr.,,439,♂,603,57,12,15,12,86.7,20.0,20.0,,,,"2023-03-20 8:43 pm","2023-03-20 8:43 pm",20/3/2023,,,0,0,0,2500,70.11%,1225,95.37%,24000,72,Mr. Mime,Normal,0,97.22%,115,96.87%,475000,298,Mr. Mime,Normal,0,,,,,,,,,
622,Miltank,,241,♀,1282,135,10,12,10,71.1,20.0,20.0,,,,"2023-03-20 8:43 pm","2023-03-20 8:43 pm",3/12/2022,,,0,0,0,2500,28.50%,2929,93.69%,17000,16,Miltank,,0,91.48%,350,97.31%,431000,248,Miltank,,0,,,,,,,,,
623,Mienfoo,,619,,698,80,14,12,14,88.9,18.0,18.0,,,,"2023-03-20 8:43 pm","2023-03-20 8:43 pm",19/11/2022,,,0,0,0,2500,66.23%,1384,95.41%,6900,56,Mienshao,,0,69.30%,1258,96.52%,154400,198,Mienshao,,0,,,,,,,,,
624,Metapod,,11,,241,103,0,8,15,51.1,26.0,26.0,,,,"2023-03-20 8:43 pm","2023-03-20 8:43 pm",6/3/2023,,,0,0,0,1900,98.85%,48,98.97%,84000,130,Butterfree,,0,52.48%,1947,87.53%,436000,264,Butterfree,,0,,,,,,,,,
625,Metang,,375,,951,99,12,13,12,82.2,20.0,20.0,,,,"2023-03-20 8:43 pm","2023-03-20 8:43 pm",8/2/2023,,,0,0,0,2500,57.19%,1754,95.37%,109000,98,Metang,,0,72.58%,1124,96.60%,20500,119,Metagross,,0,,,,,,,,,
626,Metagross,,376,,3214,147,14,15,12,91.1,30.0,30.0,Bullet Punch,Psychic,,"2023-03-20 8:43 pm","2023-03-20 8:43 pm",3/2/2023,,,0,0,0,5000,,,,,,,,,,,,,,,,,,,,,,,,,
627,Meowstic,,678,♀,1203,115,15,12,15,93.3,20.0,20.0,,,,"2023-03-20 8:43 pm","2023-03-20 8:43 pm",10/1/2023,,,0,0,0,2500,21.15%,3230,93.46%,27500,25,Meowstic,,0,99.73%,12,98.35%,475000,248,Meowstic,,0,,,,,,,,,
628,Mawile,,303,♀,1164,100,15,15,14,97.8,25.0,25.0,Bite,Return,,"2023-03-20 8:43 pm","2023-03-20 8:43 pm",21/1/2023,,,0,0,0,4000,46.20%,2204,94.66%,92000,86,Mawile,,0,99.93%,4,99.21%,444000,220,Mawile,,0,,,,,,,,,
629,Mawile,,303,♂,916,89,15,12,12,86.7,20.0,20.0,,,,"2023-03-20 8:43 pm","2023-03-20 8:43 pm",16/1/2023,,,0,0,0,2500,37.07%,2578,94.18%,145000,140,Mawile,,0,98.44%,65,96.53%,475000,248,Mawile,,0,,,,,,,,,
630,Masquerain,,284,♀,933,96,9,11,15,77.8,15.0,15.0,,,,"2023-03-20 8:43 pm","2023-03-20 8:43 pm",20/3/2023,,,0,0,0,1900,87.16%,527,96.48%,45400,42,Masquerain,,0,95.78%,174,97.58%,496400,268,Masquerain,,0,,,,,,,,,
631,Masquerain,,284,♀,1425,121,4,5,14,51.1,24.0,24.0,,,,"2023-03-20 8:43 pm","2023-03-20 8:43 pm",6/3/2023,,,0,0,0,3500,78.41%,885,95.90%,7000,6,Masquerain,,0,53.31%,1913,91.02%,451000,226,Masquerain,,0,,,,,,,,,
632,Marowak,Alola,105,♀,1014,101,11,12,15,84.4,20.0,20.0,,,,"2023-03-20 8:43 pm","2023-03-20 8:43 pm",15/3/2023,,,0,0,0,2500,67.30%,1340,95.89%,70000,62,Marowak,Alola,0,97.07%,121,96.03%,475000,248,Marowak,Alola,0,,,,,,,,,
633,Marill,,183,♂,256,109,15,11,11,82.2,20.0,20.0,,,,"2023-03-20 8:42 pm","2023-03-20 8:42 pm",17/3/2023,,,0,0,0,2500,27.13%,2985,93.06%,178000,207,Azumarill,,0,97.73%,94,96.15%,475000,273,Azumarill,,0,,,,,,,,,
634,Mareep,,179,♀,294,68,12,2,1,33.3,12.0,12.0,,,,"2023-03-20 8:42 pm","2023-03-20 8:42 pm",19/3/2023,,,0,0,0,1300,39.12%,2494,94.72%,30400,157,Ampharos,Normal,0,6.15%,3844,94.17%,191400,317,Ampharos,Normal,0,0.73%,4066,86.31%,30400,32,Mareep,,0,
635,Toxapex,,748,,956,89,15,15,13,95.6,20.0,20.0,,,,"2023-03-20 8:42 pm","2023-03-20 8:42 pm",17/2/2023,,,0,0,0,2500,34.92%,2666,93.71%,103000,92,Toxapex,,0,99.90%,5,99.21%,475000,248,Toxapex,,0,,,,,,,,,
636,Mantine,,226,♂,1193,105,15,12,14,91.1,20.0,20.0,,,,"2023-03-20 8:42 pm","2023-03-20 8:42 pm",22/1/2023,,,0,0,0,2500,46.64%,2186,94.86%,31000,28,Mantine,,0,99.46%,23,98.09%,475000,248,Mantine,,0,,,,,,,,,
637,Mankey,,56,♂,906,90,15,5,4,53.3,30.0,30.0,,,,"2023-03-20 8:42 pm","2023-03-20 8:42 pm",24/1/2023,,,0,0,0,5000,47.81%,2138,82.55%,400000,182,Mankey,,0,48.67%,2103,91.10%,400000,232,Primeape,,0,,,,,,,,,
638,Makuhita,,296,♀,162,69,9,8,9,57.8,8.0,8.0,,,,"2023-03-20 8:42 pm","2023-03-20 8:42 pm",12/2/2023,,,0,1,0,961,38.73%,2510,94.35%,43330,113,Hariyama,,1,60.32%,1626,96.16%,229938,308,Hariyama,,1,49.30%,2077,91.70%,75134,96,Makuhita,,1,
639,Magnemite,,81,,269,36,12,1,3,35.6,8.0,8.0,,,,"2023-03-20 8:42 pm","2023-03-20 8:42 pm",5/3/2023,,,0,1,0,961,10.28%,3675,92.58%,32410,176,Magnezone,,1,15.60%,3457,94.08%,130334,272,Magnezone,,1,10.26%,3676,89.72%,18729,33,Magnemite,,1,
640,Magneton,,82,,617,60,9,14,15,84.4,9.0,9.0,,,,"2023-03-20 8:42 pm","2023-03-20 8:42 pm",4/2/2023,,,0,0,0,1000,89.40%,435,96.81%,45000,47,Magneton,,0,,,,,,,,,,,,,,,,,G
641,Magmar,,126,♂,1916,128,6,9,12,60.0,30.0,30.0,Ember,Flamethrower,,"2023-03-20 8:42 pm","2023-03-20 8:42 pm",20/1/2023,,,0,0,0,4000,,,,,,,,,92.60%,304,97.26%,370000,182,Magmar,,0,,,,,,,,,
642,Magikarp,,129,♂,17,21,11,3,14,62.2,3.0,3.0,,,,"2023-03-20 8:42 pm","2023-03-20 8:42 pm",19/3/2023,,,0,0,0,400,28.84%,2915,93.59%,26600,436,Gyarados,Normal,0,52.70%,1938,95.40%,91200,494,Gyarados,Normal,0,77.56%,920,79.05%,519200,300,Magikarp,,0,
643,Machop,,66,♂,238,65,2,3,2,15.6,8.0,8.0,,,,"2023-03-20 8:42 pm","2023-03-20 8:42 pm",2/1/2023,,,0,1,0,961,30.45%,2849,94.03%,130334,172,Machoke,,1,60.98%,1599,96.24%,202338,349,Machamp,,1,69.74%,1240,94.38%,27490,45,Machop,,1,
644,Lycanroc,Midday,745,♂,1488,114,13,13,10,80.0,20.0,20.0,,,,"2023-03-20 8:42 pm","2023-03-20 8:42 pm",23/11/2022,,,0,0,0,2500,70.96%,1190,95.74%,0,0,Lycanroc,Midday,0,51.33%,1994,95.88%,169000,170,Lycanroc,Midday,0,,,,,,,,,
645,Luxio,,404,♀,824,99,12,15,11,84.4,20.0,20.0,,,,"2023-03-20 8:42 pm","2023-03-20 8:42 pm",4/2/2023,,,0,0,0,2500,79.15%,855,95.43%,289000,248,Luxio,,0,45.05%,2251,95.75%,91000,180,Luxray,,0,,,,,,,,,
646,Luxio,,404,♂,827,99,15,12,11,84.4,20.0,20.0,,,,"2023-03-20 8:42 pm","2023-03-20 8:42 pm",18/1/2023,,,0,0,0,2500,56.43%,1785,93.87%,278000,248,Luxio,,0,31.04%,2825,95.23%,91000,180,Luxray,,0,,,,,,,,,
647,Lunatone,,337,,1484,140,14,14,15,95.6,22.5,22.5,,,,"2023-03-20 8:42 pm","2023-03-20 8:42 pm",25/2/2023,,,0,0,0,3000,47.47%,2152,94.42%,0,0,Lunatone,,0,90.65%,384,97.25%,349000,235,Lunatone,,0,,,,,,,,,
648,Loudred,,294,♀,538,108,11,11,12,75.6,15.0,15.0,,,,"2023-03-20 8:42 pm","2023-03-20 8:42 pm",9/12/2022,,,0,0,0,1900,47.47%,2152,94.60%,38400,86,Exploud,,0,84.25%,646,96.78%,438400,318,Exploud,,0,,,,,,,,,
649,Litleo,,667,♀,755,99,14,12,13,86.7,19.0,19.0,,,,"2023-03-20 8:42 pm","2023-03-20 8:42 pm",17/2/2023,,,0,0,0,2500,41.88%,2381,94.47%,0,50,Pyroar,,0,31.58%,2803,95.27%,128000,168,Pyroar,,0,,,,,,,,,
650,Lileep,,345,♂,914,118,15,15,12,93.3,25.0,25.0,,,,"2023-03-20 8:42 pm","2023-03-20 8:42 pm",2/2/2023,,,0,0,0,4000,99.68%,14,98.01%,444000,220,Lileep,,0,99.83%,8,98.89%,444000,270,Cradily,,0,,,,,,,,,
651,Ledyba,,165,♂,613,98,15,5,12,71.1,32.0,32.0,,,,"2023-03-20 8:42 pm","2023-03-20 8:42 pm",2/3/2023,,,0,0,0,2500,91.45%,351,94.28%,378000,187,Ledian,,0,91.45%,351,92.74%,378000,187,Ledian,,0,,,,,,,,,
652,Krabby,,98,♀,586,57,2,5,9,35.6,15.0,15.0,,,,"2023-03-20 8:41 pm","2023-03-20 8:41 pm",6/2/2023,,,0,0,0,1900,35.97%,2623,94.60%,21400,70,Kingler,,0,73.97%,1067,96.92%,208400,264,Kingler,,0,,,,,,,,,
653,Koffing,,109,,178,41,7,4,10,46.7,6.0,6.0,,,,"2023-03-20 8:41 pm","2023-03-20 8:41 pm",18/3/2023,,,0,0,0,1900,33.06%,2742,93.82%,68900,121,Weezing,Normal,0,46.84%,2178,91.76%,516400,344,Weezing,Normal,0,54.97%,1845,92.75%,23800,30,Koffing,,0,
654,Klink,,599,,514,80,10,11,15,80.0,20.0,20.0,,,,"2023-03-20 8:41 pm","2023-03-20 8:41 pm",28/1/2023,,,0,0,0,8000,83.17%,690,96.42%,2500,127,Klinklang,,0,71.87%,1153,96.84%,196000,331,Klinklang,,0,,,,,,,,,
655,Kirlia,,281,♂,517,76,12,13,13,84.4,19.5,19.5,,,,"2023-03-20 8:41 pm","2023-03-20 8:41 pm",26/1/2023,,,0,0,0,2500,97.58%,100,94.12%,477500,250,Kirlia,,0,25.76%,3041,95.04%,63000,156,Gardevoir,Normal,0,,,,,,,,,
656,Karrablast,,588,♂,425,69,12,7,2,46.7,14.0,14.0,,,,"2023-03-20 8:41 pm","2023-03-20 8:41 pm",19/3/2023,,,0,0,0,1600,2.17%,4007,91.38%,19600,220,Escavalier,,0,10.21%,3678,94.32%,154600,346,Escavalier,,0,3.81%,3940,88.58%,7000,8,Karrablast,,0,
657,Jynx,,124,♀,1078,91,15,11,14,88.9,15.0,15.0,,,,"2023-03-20 8:41 pm","2023-03-20 8:41 pm",21/2/2023,,,0,0,0,1900,34.97%,2664,94.12%,23900,22,Jynx,,0,58.71%,1692,96.38%,236400,253,Jynx,,0,,,,,,,,,
658,Jolteon,,135,♂,2406,127,10,11,10,68.9,31.0,31.0,Volt Switch,Thunder,,"2023-03-20 8:41 pm","2023-03-20 8:41 pm",19/1/2023,,,0,0,0,6000,,,,,,,,,45.54%,2231,95.38%,24000,24,Jolteon,,0,,,,,,,,,
659,Jellicent,,593,♀,1727,160,13,10,6,64.4,27.0,27.0,Bubble,Bubble Beam,,"2023-03-20 8:41 pm","2023-03-20 8:41 pm",12/2/2023,,,0,0,0,4500,,,,,,,,,77.78%,911,96.34%,398000,206,Jellicent,,0,,,,,,,,,
660,Jangmo-O,,782,♂,530,82,12,15,10,82.2,20.0,20.0,,,,"2023-03-20 8:41 pm","2023-03-20 8:41 pm",13/12/2022,,,0,0,0,2500,34.02%,2703,94.33%,123000,139,Hakamo-O,,0,64.74%,1445,96.34%,47000,167,Kommo-O,,0,,,,,,,,,
661,Ivysaur,,2,,1251,110,8,15,2,55.6,28.0,28.0,,,,"2023-03-20 8:41 pm","2023-03-20 8:41 pm",1/3/2023,,,0,0,0,4500,58.07%,1718,95.62%,113000,120,Ivysaur,,0,57.44%,1744,96.34%,140000,256,Venusaur,Normal,0,,,,,,,,,
662,Inkay,,686,♀,516,91,14,14,11,86.7,20.0,20.0,,,,"2023-03-20 8:41 pm","2023-03-20 8:41 pm",29/11/2022,,,0,0,0,2500,49.30%,2077,94.98%,14000,63,Malamar,,0,86.23%,565,96.65%,363000,298,Malamar,,0,,,,,,,,,
663,Illumise,,314,♀,739,90,13,14,11,84.4,15.0,15.0,,,,"2023-03-20 8:41 pm","2023-03-20 8:41 pm",26/2/2023,,,0,0,0,1900,29.89%,2872,93.58%,101400,90,Illumise,,0,97.85%,89,96.21%,496400,268,Illumise,,0,,,,,,,,,
664,Igglybuff,,174,♀,300,130,15,14,11,88.9,20.0,20.0,,,,"2023-03-20 8:41 pm","2023-03-20 8:41 pm",18/3/2023,,,0,0,0,2500,55.36%,1829,95.08%,51500,121,Wigglytuff,,0,99.46%,23,97.90%,475000,323,Wigglytuff,,0,65.96%,1395,89.62%,161000,160,Igglybuff,,0,
665,Hypno,,97,♂,832,107,7,12,9,62.2,15.0,15.0,,,,"2023-03-20 8:41 pm","2023-03-20 8:41 pm",14/3/2023,,,0,0,0,1900,82.00%,738,96.57%,68400,62,Hypno,,0,69.99%,1230,90.97%,496400,268,Hypno,,0,,,,,,,,,
666,Hoppip,,187,♂,87,39,7,11,13,68.9,6.0,6.0,,,,"2023-03-20 8:41 pm","2023-03-20 8:41 pm",19/3/2023,,,0,0,0,600,69.18%,1263,95.88%,246400,389,Jumpluff,,0,81.29%,767,91.52%,516400,419,Jumpluff,,0,69.21%,1262,92.93%,194400,196,Hoppip,,0,
667,Hoppip,,187,♂,243,63,13,11,12,80.0,15.0,15.0,,,,"2023-03-20 8:41 pm","2023-03-20 8:41 pm",20/3/2023,,,0,0,0,1900,31.72%,2797,93.59%,174400,295,Jumpluff,,0,96.12%,160,95.33%,496400,393,Jumpluff,,0,36.68%,2594,89.68%,112400,100,Hoppip,,0,
668,Hoppip,,187,♀,247,62,14,14,10,84.4,15.0,15.0,,,,"2023-03-20 8:41 pm","2023-03-20 8:41 pm",15/1/2023,,,0,0,0,1900,34.75%,2673,93.75%,166400,285,Jumpluff,,0,97.83%,90,96.34%,496400,393,Jumpluff,,0,28.23%,2940,88.85%,101400,90,Hoppip,,0,
669,Hoppip,,187,♂,512,92,15,8,14,82.2,32.0,32.0,,,,"2023-03-20 8:41 pm","2023-03-20 8:41 pm",20/3/2023,,,0,0,0,1900,29.67%,2881,93.46%,48000,179,Jumpluff,,0,97.17%,117,95.88%,378000,287,Jumpluff,,0,,,,,,,,,
670,Ho-Oh,,250,,2150,135,10,14,13,82.2,20.0,20.0,Hidden Power,Fire Blast,,"2023-03-20 8:41 pm","2023-03-20 8:41 pm",8/3/2023,,,0,0,0,2500,,,,,,,,,66.81%,1360,96.38%,17000,16,Ho-Oh,,0,,,,,,,,,
671,Ho-Oh,,250,,2458,143,14,14,13,91.1,22.5,22.5,Incinerate,Fire Blast,,"2023-03-20 8:41 pm","2023-03-20 8:41 pm",9/3/2023,,,1,0,0,1250,,,,,,,,,20.39%,3261,94.48%,0,0,Ho-Oh,,0,,,,,,,,,
672,Honchkrow,,430,♀,2231,172,4,12,7,51.1,32.0,32.0,Snarl,Sky Attack,,"2023-03-20 8:41 pm","2023-03-20 8:41 pm",24/1/2023,,,0,0,0,0,,,,,,,,,81.22%,770,97.12%,108000,132,Honchkrow,,0,,,,,,,,,
673,Hitmonlee,,106,♂,2283,113,15,9,15,86.7,33.0,33.0,Double Kick,Stone Edge,,"2023-03-20 8:41 pm","2023-03-20 8:41 pm",5/3/2023,,,0,0,0,1900,,,,,,,,,63.27%,1505,96.27%,96000,120,Hitmonlee,,0,,,,,,,,,U
674,Hitmonlee,,106,♂,2109,109,9,11,12,71.1,30.0,30.0,Rock Smash,Close Combat,,"2023-03-20 8:41 pm","2023-03-20 8:41 pm",6/12/2022,,,0,0,0,5000,,,,,,,,,71.67%,1161,96.61%,170000,182,Hitmonlee,,0,,,,,,,,,
675,Hitmonlee,,106,♂,2162,111,5,5,10,44.4,34.0,34.0,Double Kick,Close Combat,,"2023-03-20 8:41 pm","2023-03-20 8:41 pm",18/1/2023,,,0,0,0,7000,,,,,,,,,64.03%,1474,96.30%,190000,134,Hitmonlee,,0,,,,,,,,,
676,Hitmonlee,,106,♂,918,73,12,4,15,68.9,13.0,13.0,,,,"2023-03-20 8:41 pm","2023-03-20 8:41 pm",2/2/2023,,,0,0,0,1600,56.02%,1802,95.25%,32800,32,Hitmonlee,,0,37.58%,2557,95.29%,262800,276,Hitmonlee,,0,,,,,,,,,
677,Hitmonchan,,107,♂,554,57,8,9,8,55.6,9.0,9.0,,,,"2023-03-20 8:41 pm","2023-03-20 8:41 pm",5/3/2023,,,0,0,0,1000,48.67%,2103,94.98%,61000,62,Hitmonchan,,0,59.15%,1674,94.46%,512000,288,Hitmonchan,,0,,,,,,,,,
678,Hitmonchan,,107,,2017,113,7,6,12,55.6,35.0,35.0,Counter,Power-Up Punch,,"2023-03-20 8:40 pm","2023-03-20 8:40 pm",5/3/2023,,,0,0,0,1000,,,,,,,,,72.55%,1125,95.68%,338000,118,Hitmonchan,,0,,,,,,,,,
679,Hitmontop,,237,♂,1683,106,11,15,14,88.9,28.0,28.0,Rock Smash,Gyro Ball,,"2023-03-20 8:40 pm","2023-03-20 8:40 pm",28/1/2023,,,0,0,0,4500,,,,,,,,,98.51%,62,97.10%,419000,198,Hitmontop,,0,,,,,,,,,
680,Hitmonchan,,107,♂,1495,97,7,15,13,77.8,23.5,23.5,Counter,Close Combat,,"2023-03-20 8:40 pm","2023-03-20 8:40 pm",5/12/2022,,,0,0,0,3500,97.19%,116,98.27%,0,0,Hitmonchan,,0,,,,,,,,,,,,,,,,,G
681,Hippopotas,,449,♀,563,93,12,15,11,84.4,15.0,15.0,,,,"2023-03-20 8:40 pm","2023-03-20 8:40 pm",17/3/2023,,,0,0,0,1900,23.88%,3118,93.75%,7600,58,Hippowdon,,0,21.05%,3234,94.72%,81900,124,Hippowdon,,0,,,,,,,,,
682,Heliolisk,,695,♀,1095,86,15,14,10,86.7,15.0,15.0,,,,"2023-03-20 8:40 pm","2023-03-20 8:40 pm",2/2/2023,,,0,0,0,1900,67.84%,1318,95.64%,23900,22,Heliolisk,,0,56.24%,1793,96.19%,217400,226,Heliolisk,,0,,,,,,,,,
683,Heatmor,,631,♂,1507,134,11,10,12,73.3,23.0,23.0,,,,"2023-03-20 8:40 pm","2023-03-20 8:40 pm",4/2/2023,,,0,0,0,3500,,,,,,,,,63.64%,1490,95.46%,359000,232,Heatmor,,0,,,,,,,,,
684,Haunter,,93,♂,575,58,9,13,5,60.0,11.0,11.0,,,,"2023-03-20 8:40 pm","2023-03-20 8:40 pm",18/3/2023,,,0,0,0,1300,52.58%,1943,94.81%,93500,90,Haunter,,0,32.33%,2772,95.06%,156000,250,Gengar,Normal,0,,,,,,,,,
685,Hariyama,,297,♀,2140,218,11,12,10,73.3,27.5,27.5,Bullet Punch,Dynamic Punch,,"2023-03-20 8:40 pm","2023-03-20 8:40 pm",2/1/2023,,,0,0,0,4500,,,,,,,,,54.02%,1884,95.96%,71500,68,Hariyama,,0,,,,,,,,,
686,Hariyama,,297,♂,1480,186,11,4,15,66.7,19.5,19.5,Counter,Heavy Slam,,"2023-03-20 8:40 pm","2023-03-20 8:40 pm",18/1/2023,,,0,1,0,5400,24.05%,3111,93.61%,0,0,Hariyama,,1,23.52%,3133,94.71%,177008,183,Hariyama,,1,,,,,,,,,
687,Happiny,,440,♀,203,140,14,14,10,84.4,20.0,20.0,,,,"2023-03-20 8:40 pm","2023-03-20 8:40 pm",6/12/2022,,,0,0,0,2500,98.46%,64,97.05%,475000,273,Chansey,,0,21.05%,3234,93.89%,123000,189,Blissey,,0,98.51%,62,94.52%,475000,248,Happiny,,0,
688,Gyarados,Normal,130,♀,2393,153,15,11,14,88.9,25.0,25.0,Dragon Breath,Hydro Pump,,"2023-03-20 8:40 pm","2023-03-20 8:40 pm",10/2/2023,305.34kg,6.76m,0,0,0,4000,,,,,,,,,54.55%,1862,95.47%,8000,6,Gyarados,Normal,0,,,,,,,,,
689,Gyarados,Normal,130,♀,2820,163,15,14,10,86.7,29.5,29.5,Waterfall,Outrage,Hydro Pump,"2023-03-20 8:40 pm","2023-03-20 8:40 pm",3/1/2023,,,0,0,0,5000,,,,,,,,,,,,,,,,,,,,,,,,,
690,Gyarados,Normal,130,♂,1698,130,9,15,14,84.4,18.0,18.0,Bite,Crunch,,"2023-03-20 8:40 pm","2023-03-20 8:40 pm",19/1/2023,,,0,0,0,2200,,,,,,,,,44.35%,2280,95.09%,48400,42,Gyarados,Normal,0,,,,,,,,,
691,Grumpig,,326,♂,1648,136,11,14,14,86.7,25.0,25.0,Charge Beam,Mirror Coat,,"2023-03-20 8:40 pm","2023-03-20 8:40 pm",31/12/2022,,,0,0,0,4000,,,,,,,,,86.74%,544,96.78%,332000,220,Grumpig,,0,,,,,,,,,
692,Grubbin,,736,♀,300,65,13,12,15,88.9,11.0,11.0,,,,"2023-03-20 8:40 pm","2023-03-20 8:40 pm",20/1/2023,,,0,0,0,1300,78.58%,878,96.36%,19200,149,Vikavolt,,0,74.90%,1029,96.95%,93500,215,Vikavolt,,0,41.15%,2411,91.91%,23600,28,Grubbin,,0,
693,Grotle,,388,♂,524,81,13,11,13,82.2,10.0,10.0,,,,"2023-03-20 8:40 pm","2023-03-20 8:40 pm",8/1/2023,,,0,0,0,1000,48.99%,2090,95.06%,95500,92,Grotle,,0,47.45%,2153,96.02%,120000,212,Torterra,,0,,,,,,,,,
694,Grimer,Alola,88,♂,570,106,11,14,15,88.9,15.0,15.0,,,,"2023-03-20 8:40 pm","2023-03-20 8:40 pm",12/3/2023,,,0,0,0,1900,28.57%,2926,94.25%,16400,66,Muk,Alola,0,62.12%,1552,96.51%,151400,192,Muk,Alola,0,,,,,,,,,
695,Grimer,Normal,88,♀,968,138,13,8,13,75.6,26.0,26.0,,,,"2023-03-20 8:40 pm","2023-03-20 8:40 pm",28/1/2023,,,0,0,0,4000,86.57%,551,94.71%,436000,214,Grimer,Normal,0,44.15%,2288,95.79%,106000,156,Muk,Normal,0,,,,,,,,,
696,Granbull,,210,♀,1678,142,14,7,11,71.1,24.0,24.0,,,,"2023-03-20 8:40 pm","2023-03-20 8:40 pm",1/3/2023,,,0,0,0,3500,,,,,,,,,82.47%,719,94.57%,201000,226,Granbull,,0,,,,,,,,,
697,Granbull,,210,♂,2070,159,11,14,15,88.9,29.0,29.0,Charm,Play Rough,,"2023-03-20 8:40 pm","2023-03-20 8:40 pm",24/1/2023,,,0,0,0,5000,,,,,,,,,99.98%,2,99.76%,160000,190,Granbull,,0,,,,,,,,,U
698,Gothita,,574,♀,333,68,14,3,15,71.1,13.0,13.0,,,,"2023-03-20 8:40 pm","2023-03-20 8:40 pm",6/3/2023,,,0,0,0,1600,69.06%,1268,94.49%,214800,247,Gothorita,,0,89.28%,440,94.05%,252800,401,Gothitelle,,0,37.22%,2572,91.68%,25300,26,Gothita,,0,
699,Goomy,,704,♀,406,72,13,14,13,88.9,15.0,15.0,,,,"2023-03-20 8:40 pm","2023-03-20 8:40 pm",3/2/2023,,,0,0,0,1900,51.50%,1987,94.66%,0,125,Goodra,Normal,0,28.16%,2943,94.93%,52400,173,Goodra,Normal,0,17.19%,3392,89.92%,12000,12,Goomy,,0,
700,Golurk,,623,,1579,128,13,11,10,75.6,20.0,20.0,Astonish,Earth Power,,"2023-03-20 8:40 pm","2023-03-20 8:40 pm",19/2/2023,,,0,0,0,2500,,,,,,,,,40.07%,2455,95.68%,109000,98,Golurk,,0,,,,,,,,,
701,Golett,,622,,254,57,14,15,1,66.7,8.0,8.0,,,,"2023-03-20 8:40 pm","2023-03-20 8:40 pm",4/2/2023,,,0,1,0,961,42.42%,2359,94.70%,40330,110,Golurk,,1,35.38%,2647,95.50%,185538,254,Golurk,,1,49.30%,2077,92.56%,22930,39,Golett,,1,
702,Golem,Normal,76,♂,2049,136,11,12,14,82.2,25.0,25.0,Rock Throw,Ancient Power,,"2023-03-20 8:40 pm","2023-03-20 8:40 pm",14/1/2023,,,0,0,0,4000,,,,,,,,,41.39%,2401,95.62%,49000,42,Golem,Normal,0,,,,,,,,,
703,Golem,Alola,76,♂,1666,124,7,6,14,60.0,21.0,21.0,Rock Throw,Rock Blast,,"2023-03-20 8:40 pm","2023-03-20 8:40 pm",3/1/2023,,,0,0,0,3000,,,,,,,,,74.65%,1039,96.90%,104000,94,Golem,Alola,0,,,,,,,,,
704,Goldeen,,118,♂,110,36,11,1,14,57.8,4.0,4.0,,,,"2023-03-20 8:40 pm","2023-03-20 8:40 pm",19/3/2023,,,0,0,0,400,45.32%,2240,94.49%,82400,134,Seaking,,0,57.90%,1725,88.91%,518400,348,Seaking,,0,42.56%,2353,92.42%,27700,36,Goldeen,,0,
705,Glameow,,431,♂,389,77,14,12,14,88.9,15.0,15.0,,,,"2023-03-20 8:40 pm","2023-03-20 8:40 pm",3/2/2023,,,0,0,0,1900,28.94%,2911,93.92%,68400,112,Purugly,,0,98.49%,63,96.83%,496400,318,Purugly,,0,34.82%,2670,91.28%,16400,16,Glameow,,0,
